matrix,mode,schedule,chunk_size,num_threads,run_number,l1_loads,l1_misses,l1_miss_rate_percent,llc_loads,llc_misses,llc_miss_rate_percent
torso1.mtx,parallel,static,1000,16,5,6476221435,34083896,0.5263,154441,92488,59.8857
torso1.mtx,parallel,static,1000,32,1,6477788187,26839439,0.4143,99583,69619,69.9105
torso1.mtx,parallel,static,1000,32,2,6477874611,26665085,0.4116,99334,70101,70.5710
torso1.mtx,parallel,static,1000,32,3,6477824595,26795347,0.4136,98986,70364,71.0848
torso1.mtx,parallel,static,1000,32,4,6478791880,27090440,0.4181,99690,70191,70.4093
torso1.mtx,parallel,static,1000,32,5,6477697367,26753424,0.4130,100309,69764,69.5491
torso1.mtx,parallel,dynamic,1,1,1,6471755773,26941501,0.4163,83869,61531,73.3656
torso1.mtx,parallel,dynamic,1,1,2,6471755765,26841849,0.4148,86732,62284,71.8120
torso1.mtx,parallel,dynamic,1,1,3,6471755766,26756379,0.4134,84577,61186,72.3435
torso1.mtx,parallel,dynamic,1,1,4,6471755772,26776033,0.4137,86483,62789,72.6027
torso1.mtx,parallel,dynamic,1,1,5,6471755773,26724702,0.4129,85876,61551,71.6743
torso1.mtx,parallel,dynamic,1,2,1,6471900886,27508360,0.4250,202789,68404,33.7316
torso1.mtx,parallel,dynamic,1,2,2,6471885912,27267470,0.4213,201190,67704,33.6518
torso1.mtx,parallel,dynamic,1,2,3,6471884269,27662774,0.4274,205703,67790,32.9553
torso1.mtx,parallel,dynamic,1,2,4,6471882681,27412844,0.4236,204283,68477,33.5207
torso1.mtx,parallel,dynamic,1,2,5,6471898740,27361261,0.4228,204701,68592,33.5084
torso1.mtx,parallel,dynamic,1,4,1,6472161277,27856792,0.4304,337660,185964,55.0743
torso1.mtx,parallel,dynamic,1,4,2,6472670658,34966612,0.5402,402837,219556,54.5024
torso1.mtx,parallel,dynamic,1,4,3,6472671735,34943858,0.5399,403535,218215,54.0759
torso1.mtx,parallel,dynamic,1,4,4,6472671902,35191482,0.5437,444233,237331,53.4249
torso1.mtx,parallel,dynamic,1,4,5,6472672141,34980892,0.5404,393416,216128,54.9363
torso1.mtx,parallel,dynamic,1,8,1,6473916915,35266149,0.5447,603893,340893,56.4492
torso1.mtx,parallel,dynamic,1,8,2,6473929798,35200519,0.5437,606599,341619,56.3171
torso1.mtx,parallel,dynamic,1,8,3,6473915828,35011700,0.5408,616234,349540,56.7220
torso1.mtx,parallel,dynamic,1,8,4,6473917368,35050493,0.5414,610035,346008,56.7194
torso1.mtx,parallel,dynamic,1,8,5,6473920891,35259292,0.5446,611286,348074,56.9413
torso1.mtx,parallel,dynamic,1,16,1,6473949881,28235253,0.4361,721637,288245,39.9432
torso1.mtx,parallel,dynamic,1,16,2,6476508326,35479963,0.5478,832242,339742,40.8225
torso1.mtx,parallel,dynamic,1,16,3,6474169510,28320740,0.4374,739847,295216,39.9023
torso1.mtx,parallel,dynamic,1,16,4,6476488275,35240010,0.5441,824099,336003,40.7722
torso1.mtx,parallel,dynamic,1,16,5,6476526830,35782593,0.5525,828618,336194,40.5729
torso1.mtx,parallel,dynamic,1,32,1,6482131080,35782701,0.5520,1111187,352139,31.6903
torso1.mtx,parallel,dynamic,1,32,2,6476784738,28449631,0.4393,987208,298869,30.2742
torso1.mtx,parallel,dynamic,1,32,3,6476927198,28591903,0.4414,999542,301334,30.1472
torso1.mtx,parallel,dynamic,1,32,4,6476974492,28496255,0.4400,977438,299568,30.6483
torso1.mtx,parallel,dynamic,1,32,5,6476862305,28716267,0.4434,991747,300361,30.2861
torso1.mtx,parallel,dynamic,10,1,1,6470396720,26897770,0.4157,84898,62714,73.8698
torso1.mtx,parallel,dynamic,10,1,2,6470396724,26735690,0.4132,86342,61239,70.9261
torso1.mtx,parallel,dynamic,10,1,3,6470396720,26773532,0.4138,84562,61779,73.0576
torso1.mtx,parallel,dynamic,10,1,4,6470396726,27040671,0.4179,83714,61931,73.9793
torso1.mtx,parallel,dynamic,10,1,5,6470396724,26747731,0.4134,85509,62253,72.8029
torso1.mtx,parallel,dynamic,10,2,1,6470528390,26683031,0.4124,110084,62554,56.8239
torso1.mtx,parallel,dynamic,10,2,2,6470530144,26924097,0.4161,112998,63489,56.1860
torso1.mtx,parallel,dynamic,10,2,3,6470528419,27179707,0.4201,108673,62570,57.5764
torso1.mtx,parallel,dynamic,10,2,4,6470542533,26906078,0.4158,110801,63643,57.4390
torso1.mtx,parallel,dynamic,10,2,5,6470543466,26742356,0.4133,110037,64140,58.2895
torso1.mtx,parallel,dynamic,10,4,1,6470790178,26832976,0.4147,159830,102513,64.1388
torso1.mtx,parallel,dynamic,10,4,2,6470790984,27181841,0.4201,159907,102679,64.2117
torso1.mtx,parallel,dynamic,10,4,3,6471313462,34148332,0.5277,219421,127405,58.0642
torso1.mtx,parallel,dynamic,10,4,4,6470792203,26925378,0.4161,157246,101309,64.4271
torso1.mtx,parallel,dynamic,10,4,5,6470797931,26937324,0.4163,159985,102467,64.0479
torso1.mtx,parallel,dynamic,10,8,1,6471432390,27038940,0.4178,185504,131967,71.1397
torso1.mtx,parallel,dynamic,10,8,2,6471322324,26935322,0.4162,186474,134023,71.8722
torso1.mtx,parallel,dynamic,10,8,3,6471439766,26857676,0.4150,187502,135822,72.4376
torso1.mtx,parallel,dynamic,10,8,4,6471315676,27047936,0.4180,184932,133378,72.1227
torso1.mtx,parallel,dynamic,10,8,5,6471413283,27232971,0.4208,186096,135632,72.8828
torso1.mtx,parallel,dynamic,10,16,1,6472589869,27119599,0.4190,220788,144633,65.5076
torso1.mtx,parallel,dynamic,10,16,2,6472804217,27504095,0.4249,223929,148816,66.4568
torso1.mtx,parallel,dynamic,10,16,3,6475183504,34601171,0.5344,288442,176802,61.2955
torso1.mtx,parallel,dynamic,10,16,4,6472778192,27148160,0.4194,221326,143863,65.0005
torso1.mtx,parallel,dynamic,10,16,5,6472545606,26817278,0.4143,221361,145263,65.6227
torso1.mtx,parallel,dynamic,10,32,1,6480841643,34438587,0.5314,325999,185628,56.9413
torso1.mtx,parallel,dynamic,10,32,2,6480874137,34752052,0.5362,326701,181909,55.6806
torso1.mtx,parallel,dynamic,10,32,3,6475689197,27117215,0.4188,247361,144493,58.4138
torso1.mtx,parallel,dynamic,10,32,4,6480830065,34475646,0.5320,323759,183822,56.7774
torso1.mtx,parallel,dynamic,10,32,5,6476238933,26878882,0.4150,250754,145929,58.1961
torso1.mtx,parallel,dynamic,100,1,1,6470260824,26860111,0.4151,87013,62160,71.4376
torso1.mtx,parallel,dynamic,100,1,2,6470260824,26868956,0.4153,85473,61342,71.7677
torso1.mtx,parallel,dynamic,100,1,3,6470260827,27015082,0.4175,84927,61497,72.4116
torso1.mtx,parallel,dynamic,100,1,4,6470260827,26874831,0.4154,87402,62513,71.5235
torso1.mtx,parallel,dynamic,100,1,5,6470260828,34045799,0.5262,172346,109600,63.5930
torso1.mtx,parallel,dynamic,100,2,1,6470405146,26979965,0.4170,87764,61805,70.4218
torso1.mtx,parallel,dynamic,100,2,2,6470581934,33779976,0.5221,142909,85244,59.6491
torso1.mtx,parallel,dynamic,100,2,3,6470406457,26511606,0.4097,87949,62459,71.0173
torso1.mtx,parallel,dynamic,100,2,4,6470403100,26673143,0.4122,86471,61646,71.2910
torso1.mtx,parallel,dynamic,100,2,5,6470415906,26978521,0.4170,88948,63294,71.1584
torso1.mtx,parallel,dynamic,100,4,1,6470750752,26778891,0.4138,95942,68990,71.9080
torso1.mtx,parallel,dynamic,100,4,2,6470715409,26906974,0.4158,95967,69064,71.9664
torso1.mtx,parallel,dynamic,100,4,3,6470709013,26802616,0.4142,94408,66952,70.9177
torso1.mtx,parallel,dynamic,100,4,4,6470713609,26827822,0.4146,93959,67134,71.4503
torso1.mtx,parallel,dynamic,100,4,5,6470706443,26867499,0.4152,92840,66861,72.0174
torso1.mtx,parallel,dynamic,100,8,1,6471480555,26599267,0.4110,106796,76648,71.7705
torso1.mtx,parallel,dynamic,100,8,2,6471388647,26732736,0.4131,107984,77695,71.9505
torso1.mtx,parallel,dynamic,100,8,3,6471353499,26802849,0.4142,108025,78785,72.9322
torso1.mtx,parallel,dynamic,100,8,4,6471372640,26820432,0.4144,104229,74279,71.2652
torso1.mtx,parallel,dynamic,100,8,5,6471376999,26933248,0.4162,104090,74305,71.3853
torso1.mtx,parallel,dynamic,100,16,1,6473082519,26778716,0.4137,115997,82698,71.2932
torso1.mtx,parallel,dynamic,100,16,2,6472848029,26683087,0.4122,118053,84411,71.5026
torso1.mtx,parallel,dynamic,100,16,3,6472720203,26787103,0.4138,116505,83438,71.6175
torso1.mtx,parallel,dynamic,100,16,4,6473118390,26743117,0.4131,115940,82533,71.1860
torso1.mtx,parallel,dynamic,100,16,5,6472870587,26888081,0.4154,117977,83090,70.4290
torso1.mtx,parallel,dynamic,100,32,1,6476378987,26946871,0.4161,122503,85767,70.0122
torso1.mtx,parallel,dynamic,100,32,2,6476566874,26914387,0.4156,121682,83761,68.8360
torso1.mtx,parallel,dynamic,100,32,3,6476328159,26787493,0.4136,123191,86718,70.3931
torso1.mtx,parallel,dynamic,100,32,4,6477086052,26845692,0.4145,124518,86390,69.3795
torso1.mtx,parallel,dynamic,100,32,5,6476163378,26995265,0.4168,121006,84747,70.0354
torso1.mtx,parallel,dynamic,1000,1,1,6470247244,27034659,0.4178,89742,64148,71.4805
torso1.mtx,parallel,dynamic,1000,1,2,6470247240,27088918,0.4187,86124,62205,72.2273
torso1.mtx,parallel,dynamic,1000,1,3,6470247239,26616695,0.4114,87459,62079,70.9807
torso1.mtx,parallel,dynamic,1000,1,4,6470247243,26638179,0.4117,84304,61657,73.1365
torso1.mtx,parallel,dynamic,1000,1,5,6470247243,26872073,0.4153,84791,62473,73.6788
torso1.mtx,parallel,dynamic,1000,2,1,6470418189,26760411,0.4136,86364,61908,71.6826
torso1.mtx,parallel,dynamic,1000,2,2,6470416386,26636966,0.4117,86821,62021,71.4355
torso1.mtx,parallel,dynamic,1000,2,3,6470429122,26865185,0.4152,86268,62350,72.2748
torso1.mtx,parallel,dynamic,1000,2,4,6470431723,26843345,0.4149,87355,62771,71.8574
torso1.mtx,parallel,dynamic,1000,2,5,6470419643,26562808,0.4105,86240,62132,72.0455
torso1.mtx,parallel,dynamic,1000,4,1,6470777871,26553293,0.4104,88412,63582,71.9156
torso1.mtx,parallel,dynamic,1000,4,2,6470808372,26816840,0.4144,89343,64764,72.4892
torso1.mtx,parallel,dynamic,1000,4,3,6470813354,26791983,0.4140,89527,64646,72.2084
torso1.mtx,parallel,dynamic,1000,4,4,6470767695,26697693,0.4126,88426,63770,72.1168
torso1.mtx,parallel,dynamic,1000,4,5,6470809698,26924032,0.4161,88776,64792,72.9837
torso1.mtx,parallel,dynamic,1000,8,1,6471486469,26708012,0.4127,93226,67293,72.1827
torso1.mtx,parallel,dynamic,1000,8,2,6471507583,26907708,0.4158,92116,66204,71.8703
torso1.mtx,parallel,dynamic,1000,8,3,6471427624,26702941,0.4126,92343,67226,72.8003
torso1.mtx,parallel,dynamic,1000,8,4,6471425620,26843375,0.4148,93381,68557,73.4164
torso1.mtx,parallel,dynamic,1000,8,5,6471501242,26760604,0.4135,93025,67627,72.6977
torso1.mtx,parallel,dynamic,1000,16,1,6475585519,34239559,0.5287,155077,94038,60.6396
torso1.mtx,parallel,dynamic,1000,16,2,6475732192,34023247,0.5254,151698,90642,59.7516
torso1.mtx,parallel,dynamic,1000,16,3,6475596775,34162044,0.5276,154497,92264,59.7190
torso1.mtx,parallel,dynamic,1000,16,4,6475714460,34108556,0.5267,154278,92422,59.9061
torso1.mtx,parallel,dynamic,1000,16,5,6475772546,34252542,0.5289,155367,92923,59.8087
torso1.mtx,parallel,dynamic,1000,32,1,6477022555,26697670,0.4122,99352,69524,69.9775
torso1.mtx,parallel,dynamic,1000,32,2,6477131988,26900642,0.4153,98567,69129,70.1340
torso1.mtx,parallel,dynamic,1000,32,3,6476868159,26833375,0.4143,99408,69414,69.8274
torso1.mtx,parallel,dynamic,1000,32,4,6477596127,26565143,0.4101,100573,70359,69.9581
torso1.mtx,parallel,dynamic,1000,32,5,6477024331,26654870,0.4115,98745,69359,70.2405
torso1.mtx,parallel,guided,1,1,1,6470245708,26719946,0.4130,86370,62939,72.8714
torso1.mtx,parallel,guided,1,1,2,6470245701,26612330,0.4113,85363,62546,73.2706
torso1.mtx,parallel,guided,1,1,3,6470245700,26802534,0.4142,85108,61669,72.4597
torso1.mtx,parallel,guided,1,1,4,6470245707,26574784,0.4107,85170,61394,72.0841
torso1.mtx,parallel,guided,1,1,5,6470245706,26695093,0.4126,84565,61535,72.7665
torso1.mtx,parallel,guided,1,2,1,6470375839,26709290,0.4128,85268,62118,72.8503
torso1.mtx,parallel,guided,1,2,2,6470375831,26982121,0.4170,86557,61755,71.3460
torso1.mtx,parallel,guided,1,2,3,6470379241,26889048,0.4156,84897,61783,72.7741
torso1.mtx,parallel,guided,1,2,4,6470378200,26614090,0.4113,85934,61987,72.1333
torso1.mtx,parallel,guided,1,2,5,6470391686,26654223,0.4119,87196,62566,71.7533
torso1.mtx,parallel,guided,1,4,1,6470670452,26550862,0.4103,89007,64672,72.6595
torso1.mtx,parallel,guided,1,4,2,6470647556,26960199,0.4167,87022,63874,73.3998
torso1.mtx,parallel,guided,1,4,3,6470641848,26449424,0.4088,89084,63958,71.7952
torso1.mtx,parallel,guided,1,4,4,6470638123,26610054,0.4112,88050,63121,71.6877
torso1.mtx,parallel,guided,1,4,5,6470637742,26632264,0.4116,87535,63347,72.3676
torso1.mtx,parallel,guided,1,8,1,6471270269,26491147,0.4094,92083,66649,72.3793
torso1.mtx,parallel,guided,1,8,2,6472521437,33902290,0.5238,150112,92302,61.4888
torso1.mtx,parallel,guided,1,8,3,6471259847,26596239,0.4110,92256,65786,71.3081
torso1.mtx,parallel,guided,1,8,4,6471190057,26777076,0.4138,92589,65839,71.1089
torso1.mtx,parallel,guided,1,8,5,6471266856,26724124,0.4130,94260,68305,72.4645
torso1.mtx,parallel,guided,1,16,1,6475484660,34246641,0.5289,154023,91669,59.5164
torso1.mtx,parallel,guided,1,16,2,6473065726,26888954,0.4154,97069,70258,72.3794
torso1.mtx,parallel,guided,1,16,3,6472835866,26649799,0.4117,95553,68490,71.6775
torso1.mtx,parallel,guided,1,16,4,6472940231,26957188,0.4165,94703,67792,71.5838
torso1.mtx,parallel,guided,1,16,5,6472918272,26967597,0.4166,95934,69055,71.9818
torso1.mtx,parallel,guided,1,32,1,6476312499,26707500,0.4124,102145,71483,69.9819
torso1.mtx,parallel,guided,1,32,2,6476384707,26946561,0.4161,99397,70809,71.2386
torso1.mtx,parallel,guided,1,32,3,6476514676,26641506,0.4114,103729,71957,69.3702
torso1.mtx,parallel,guided,1,32,4,6476884067,26740291,0.4129,102296,71467,69.8629
torso1.mtx,parallel,guided,1,32,5,6481596517,34471942,0.5318,157460,94633,60.0997
torso1.mtx,parallel,guided,10,1,1,6470245715,34010956,0.5257,160484,99970,62.2928
torso1.mtx,parallel,guided,10,1,2,6470245712,34074210,0.5266,143437,85680,59.7335
torso1.mtx,parallel,guided,10,1,3,6470245711,34106075,0.5271,141730,84137,59.3643
torso1.mtx,parallel,guided,10,1,4,6470245715,26961041,0.4167,84561,61557,72.7960
torso1.mtx,parallel,guided,10,1,5,6470245712,34250907,0.5294,142942,84951,59.4304
torso1.mtx,parallel,guided,10,2,1,6470552320,33848226,0.5231,141387,84474,59.7467
torso1.mtx,parallel,guided,10,2,2,6470552999,34126766,0.5274,140957,86024,61.0285
torso1.mtx,parallel,guided,10,2,3,6470374811,26833183,0.4147,86074,62549,72.6689
torso1.mtx,parallel,guided,10,2,4,6470548319,34141442,0.5276,142447,84233,59.1329
torso1.mtx,parallel,guided,10,2,5,6470552703,34248242,0.5293,142795,85472,59.8564
torso1.mtx,parallel,guided,10,4,1,6471170581,34075738,0.5266,146204,87085,59.5640
torso1.mtx,parallel,guided,10,4,2,6471161633,34207776,0.5286,143197,88454,61.7708
torso1.mtx,parallel,guided,10,4,3,6471164993,34371363,0.5311,144512,86310,59.7251
torso1.mtx,parallel,guided,10,4,4,6471167524,34023663,0.5258,144762,86654,59.8596
torso1.mtx,parallel,guided,10,4,5,6471164676,34086569,0.5267,145379,86112,59.2328
torso1.mtx,parallel,guided,10,8,1,6472478948,33979517,0.5250,149251,89863,60.2093
torso1.mtx,parallel,guided,10,8,2,6472498704,33989361,0.5251,151061,90589,59.9685
torso1.mtx,parallel,guided,10,8,3,6472492905,34003454,0.5254,150202,91403,60.8534
torso1.mtx,parallel,guided,10,8,4,6472484696,34155648,0.5277,150817,91513,60.6782
torso1.mtx,parallel,guided,10,8,5,6472474238,34125109,0.5272,150054,91428,60.9301
torso1.mtx,parallel,guided,10,16,1,6473156095,26684256,0.4122,97049,68227,70.3016
torso1.mtx,parallel,guided,10,16,2,6472866842,27288608,0.4216,96657,69371,71.7703
torso1.mtx,parallel,guided,10,16,3,6472858616,26529975,0.4099,97007,68474,70.5867
torso1.mtx,parallel,guided,10,16,4,6473078243,26975095,0.4167,93105,67267,72.2485
torso1.mtx,parallel,guided,10,16,5,6475293692,33961064,0.5245,156071,94305,60.4244
torso1.mtx,parallel,guided,10,32,1,6476505701,26981904,0.4166,99566,70833,71.1418
torso1.mtx,parallel,guided,10,32,2,6476794500,26618627,0.4110,102311,71522,69.9065
torso1.mtx,parallel,guided,10,32,3,6476428209,26962129,0.4163,100405,69919,69.6370
torso1.mtx,parallel,guided,10,32,4,6476561458,26618845,0.4110,101383,71096,70.1262
torso1.mtx,parallel,guided,10,32,5,6476947829,26579200,0.4104,102562,72246,70.4413
torso1.mtx,parallel,guided,100,1,1,6470245716,26870180,0.4153,86290,61978,71.8252
torso1.mtx,parallel,guided,100,1,2,6470245716,26916133,0.4160,86371,62851,72.7686
torso1.mtx,parallel,guided,100,1,3,6470245715,26469399,0.4091,85314,62003,72.6762
torso1.mtx,parallel,guided,100,1,4,6470245716,27063597,0.4183,85471,62160,72.7264
torso1.mtx,parallel,guided,100,1,5,6470245713,26619816,0.4114,85987,61660,71.7085
torso1.mtx,parallel,guided,100,2,1,6470394606,26779610,0.4139,86826,62172,71.6053
torso1.mtx,parallel,guided,100,2,2,6470406579,26628341,0.4115,88548,62299,70.3562
torso1.mtx,parallel,guided,100,2,3,6470396777,26637542,0.4117,85735,61541,71.7805
torso1.mtx,parallel,guided,100,2,4,6470398054,26701314,0.4127,85983,61849,71.9317
torso1.mtx,parallel,guided,100,2,5,6470395414,26866893,0.4152,85497,61719,72.1885
torso1.mtx,parallel,guided,100,4,1,6470675059,26709292,0.4128,88317,63525,71.9284
torso1.mtx,parallel,guided,100,4,2,6470681894,26593965,0.4110,88255,63341,71.7704
torso1.mtx,parallel,guided,100,4,3,6470637796,26535224,0.4101,87406,62687,71.7193
torso1.mtx,parallel,guided,100,4,4,6470679292,26536071,0.4101,88063,63870,72.5276
torso1.mtx,parallel,guided,100,4,5,6470685246,26649625,0.4119,87244,63288,72.5414
torso1.mtx,parallel,guided,100,8,1,6471275659,26724479,0.4130,92096,67024,72.7762
torso1.mtx,parallel,guided,100,8,2,6471278719,26654432,0.4119,92887,67097,72.2351
torso1.mtx,parallel,guided,100,8,3,6471377174,27069264,0.4183,92893,68150,73.3640
torso1.mtx,parallel,guided,100,8,4,6471274866,26922171,0.4160,91563,66290,72.3982
torso1.mtx,parallel,guided,100,8,5,6471282441,26680355,0.4123,92320,66588,72.1274
torso1.mtx,parallel,guided,100,16,1,6472767480,26927080,0.4160,95634,68877,72.0215
torso1.mtx,parallel,guided,100,16,2,6473018719,26821228,0.4144,95168,66688,70.0740
torso1.mtx,parallel,guided,100,16,3,6472785629,26936702,0.4162,95770,68389,71.4096
torso1.mtx,parallel,guided,100,16,4,6472826268,27050800,0.4179,95170,67683,71.1180
torso1.mtx,parallel,guided,100,16,5,6472919409,26824116,0.4144,95636,68228,71.3413
torso1.mtx,parallel,guided,100,32,1,6477080501,26749825,0.4130,100049,69925,69.8908
torso1.mtx,parallel,guided,100,32,2,6476565258,26493179,0.4091,99920,69574,69.6297
torso1.mtx,parallel,guided,100,32,3,6476210657,26930190,0.4158,100836,70293,69.7102
torso1.mtx,parallel,guided,100,32,4,6476771252,26905080,0.4154,99885,70620,70.7013
torso1.mtx,parallel,guided,100,32,5,6476923673,26756029,0.4131,100184,69331,69.2037
torso1.mtx,parallel,guided,1000,1,1,6470245711,26690116,0.4125,86962,62424,71.7831
torso1.mtx,parallel,guided,1000,1,2,6470245712,26462195,0.4090,87028,62442,71.7493
torso1.mtx,parallel,guided,1000,1,3,6470245711,26858780,0.4151,84298,62090,73.6554
torso1.mtx,parallel,guided,1000,1,4,6470245715,26516600,0.4098,83897,61693,73.5342
torso1.mtx,parallel,guided,1000,1,5,6470245708,26912337,0.4159,86524,62859,72.6492
torso1.mtx,parallel,guided,1000,2,1,6470401780,26445658,0.4087,83450,61627,73.8490
torso1.mtx,parallel,guided,1000,2,2,6470397323,26900317,0.4157,85791,62079,72.3607
torso1.mtx,parallel,guided,1000,2,3,6470402024,26972153,0.4169,84587,62210,73.5456
torso1.mtx,parallel,guided,1000,2,4,6470416285,26665515,0.4121,87866,63494,72.2623
torso1.mtx,parallel,guided,1000,2,5,6470400615,26661368,0.4121,84912,61682,72.6423
torso1.mtx,parallel,guided,1000,4,1,6470791034,26900539,0.4157,86718,63383,73.0909
torso1.mtx,parallel,guided,1000,4,2,6470746430,26838290,0.4148,87226,62948,72.1666
torso1.mtx,parallel,guided,1000,4,3,6470747335,26760970,0.4136,88250,63398,71.8391
torso1.mtx,parallel,guided,1000,4,4,6470775465,27074749,0.4184,86876,63061,72.5874
torso1.mtx,parallel,guided,1000,4,5,6470795603,26585477,0.4109,87153,63099,72.4003
torso1.mtx,parallel,guided,1000,8,1,6471439277,26953577,0.4165,91157,67223,73.7442
torso1.mtx,parallel,guided,1000,8,2,6471476560,26592292,0.4109,91748,66458,72.4354
torso1.mtx,parallel,guided,1000,8,3,6471466560,26819400,0.4144,91224,65969,72.3154
torso1.mtx,parallel,guided,1000,8,4,6471575324,26696212,0.4125,93098,67761,72.7846
torso1.mtx,parallel,guided,1000,8,5,6471439159,26846213,0.4148,91957,66738,72.5752
torso1.mtx,parallel,guided,1000,16,1,6473212912,26856995,0.4149,94502,68516,72.5022
torso1.mtx,parallel,guided,1000,16,2,6475726461,34043332,0.5257,152040,91291,60.0441
torso1.mtx,parallel,guided,1000,16,3,6473020893,27149370,0.4194,93520,67244,71.9033
torso1.mtx,parallel,guided,1000,16,4,6475937778,34178330,0.5278,152704,92001,60.2479
torso1.mtx,parallel,guided,1000,16,5,6475926132,34208989,0.5282,153035,91657,59.8928
torso1.mtx,parallel,guided,1000,32,1,6477466783,26769325,0.4133,99498,69494,69.8446
torso1.mtx,parallel,guided,1000,32,2,6477003041,26863961,0.4148,97789,69201,70.7656
torso1.mtx,parallel,guided,1000,32,3,6477631443,26796411,0.4137,99104,69901,70.5330
torso1.mtx,parallel,guided,1000,32,4,6477213070,26787908,0.4136,98334,68714,69.8782
torso1.mtx,parallel,guided,1000,32,5,6477246670,26539480,0.4097,99244,69709,70.2400
