matrix,mode,schedule,chunk_size,num_threads,run_number,l1_loads,l1_misses,l1_miss_rate_percent,llc_loads,llc_misses,llc_miss_rate_percent
pdb1HYS.mtx,parallel,guided,1,4,2,1641581454,5057668,0.3081,26483,11281,42.5971
pdb1HYS.mtx,parallel,guided,1,4,3,1641631498,5031763,0.3065,26456,10730,40.5579
pdb1HYS.mtx,parallel,guided,1,4,4,1641589148,5009515,0.3052,27185,11546,42.4720
pdb1HYS.mtx,parallel,guided,1,4,5,1642279833,5409577,0.3294,41426,19840,47.8926
pdb1HYS.mtx,parallel,guided,1,8,1,1642064579,5008235,0.3050,31652,14823,46.8312
pdb1HYS.mtx,parallel,guided,1,8,2,1642032572,5055499,0.3079,32029,15079,47.0792
pdb1HYS.mtx,parallel,guided,1,8,3,1642007041,5026622,0.3061,32827,14890,45.3590
pdb1HYS.mtx,parallel,guided,1,8,4,1642024759,5028096,0.3062,31802,14709,46.2518
pdb1HYS.mtx,parallel,guided,1,8,5,1642024069,5007274,0.3049,31275,14621,46.7498
pdb1HYS.mtx,parallel,guided,1,16,1,1643055576,5005074,0.3046,36457,16380,44.9296
pdb1HYS.mtx,parallel,guided,1,16,2,1646064561,5331527,0.3239,51763,25350,48.9732
pdb1HYS.mtx,parallel,guided,1,16,3,1642785362,5021304,0.3057,36039,16748,46.4719
pdb1HYS.mtx,parallel,guided,1,16,4,1643066630,5056105,0.3077,37469,16531,44.1191
pdb1HYS.mtx,parallel,guided,1,16,5,1646120570,5355661,0.3254,52181,25791,49.4260
pdb1HYS.mtx,parallel,guided,1,32,1,1644879863,5015502,0.3049,42847,19084,44.5399
pdb1HYS.mtx,parallel,guided,1,32,2,1645381947,5076485,0.3085,44311,18638,42.0618
pdb1HYS.mtx,parallel,guided,1,32,3,1651626273,5351505,0.3240,59052,28089,47.5666
pdb1HYS.mtx,parallel,guided,1,32,4,1645558220,5032818,0.3058,42418,17836,42.0482
pdb1HYS.mtx,parallel,guided,1,32,5,1644999628,5025439,0.3055,42804,18935,44.2365
pdb1HYS.mtx,parallel,guided,10,1,1,1641290699,5044282,0.3073,24644,10311,41.8398
pdb1HYS.mtx,parallel,guided,10,1,2,1641290696,5020043,0.3059,25063,10189,40.6536
pdb1HYS.mtx,parallel,guided,10,1,3,1641290700,5280738,0.3217,38860,18481,47.5579
pdb1HYS.mtx,parallel,guided,10,1,4,1641290696,5035406,0.3068,24764,10176,41.0919
pdb1HYS.mtx,parallel,guided,10,1,5,1641290696,5030131,0.3065,24449,9906,40.5170
pdb1HYS.mtx,parallel,guided,10,2,1,1641371668,5019848,0.3058,24459,10124,41.3917
pdb1HYS.mtx,parallel,guided,10,2,2,1641388300,4976783,0.3032,24825,10181,41.0111
pdb1HYS.mtx,parallel,guided,10,2,3,1641379829,5021119,0.3059,24661,9980,40.4688
pdb1HYS.mtx,parallel,guided,10,2,4,1641399899,4981765,0.3035,24207,9967,41.1740
pdb1HYS.mtx,parallel,guided,10,2,5,1641385397,5044937,0.3074,24890,10127,40.6870
pdb1HYS.mtx,parallel,guided,10,4,1,1641591766,5014371,0.3055,27759,12047,43.3985
pdb1HYS.mtx,parallel,guided,10,4,2,1641583200,4976096,0.3031,26778,11527,43.0465
pdb1HYS.mtx,parallel,guided,10,4,3,1641582461,4994684,0.3043,28176,11577,41.0882
pdb1HYS.mtx,parallel,guided,10,4,4,1641639125,5038239,0.3069,27364,11107,40.5898
pdb1HYS.mtx,parallel,guided,10,4,5,1641639847,5041157,0.3071,26687,11008,41.2485
pdb1HYS.mtx,parallel,guided,10,8,1,1641949351,5049723,0.3075,31891,14699,46.0914
pdb1HYS.mtx,parallel,guided,10,8,2,1641981007,5003840,0.3047,32362,14565,45.0065
pdb1HYS.mtx,parallel,guided,10,8,3,1642029952,5037875,0.3068,31210,14237,45.6168
pdb1HYS.mtx,parallel,guided,10,8,4,1641944268,5087543,0.3098,31562,14536,46.0554
pdb1HYS.mtx,parallel,guided,10,8,5,1642001912,5066366,0.3085,31234,14409,46.1324
pdb1HYS.mtx,parallel,guided,10,16,1,1642768974,5037705,0.3067,35467,15753,44.4159
pdb1HYS.mtx,parallel,guided,10,16,2,1642984917,5064228,0.3082,36548,16471,45.0668
pdb1HYS.mtx,parallel,guided,10,16,3,1642973359,5030758,0.3062,37007,16122,43.5647
pdb1HYS.mtx,parallel,guided,10,16,4,1643001899,5065716,0.3083,35079,15900,45.3263
pdb1HYS.mtx,parallel,guided,10,16,5,1646089420,5409440,0.3286,50319,25563,50.8019
pdb1HYS.mtx,parallel,guided,10,32,1,1645322056,5090425,0.3094,43085,19339,44.8857
pdb1HYS.mtx,parallel,guided,10,32,2,1645469734,5034218,0.3059,43365,19377,44.6835
pdb1HYS.mtx,parallel,guided,10,32,3,1645300061,5065623,0.3079,41226,18767,45.5222
pdb1HYS.mtx,parallel,guided,10,32,4,1645133550,5027311,0.3056,42001,19018,45.2799
pdb1HYS.mtx,parallel,guided,10,32,5,1645329258,5035978,0.3061,42299,17830,42.1523
pdb1HYS.mtx,parallel,guided,100,1,1,1641290699,5030749,0.3065,25049,10540,42.0775
pdb1HYS.mtx,parallel,guided,100,1,2,1641290699,5022364,0.3060,24225,9923,40.9618
pdb1HYS.mtx,parallel,guided,100,1,3,1641290699,5073673,0.3091,24228,10228,42.2156
pdb1HYS.mtx,parallel,guided,100,1,4,1641290699,5012860,0.3054,25065,10410,41.5320
pdb1HYS.mtx,parallel,guided,100,1,5,1641290699,5047627,0.3075,24379,10203,41.8516
pdb1HYS.mtx,parallel,guided,100,2,1,1641393301,4994097,0.3043,24646,10193,41.3576
pdb1HYS.mtx,parallel,guided,100,2,2,1641395128,4995569,0.3043,25226,10347,41.0172
pdb1HYS.mtx,parallel,guided,100,2,3,1641395985,4998087,0.3045,24772,10383,41.9143
pdb1HYS.mtx,parallel,guided,100,2,4,1641376059,5012732,0.3054,24381,9981,40.9376
pdb1HYS.mtx,parallel,guided,100,2,5,1641394600,5014120,0.3055,24920,10252,41.1396
pdb1HYS.mtx,parallel,guided,100,4,1,1641540610,4996635,0.3044,26397,11425,43.2814
pdb1HYS.mtx,parallel,guided,100,4,2,1641606250,5032859,0.3066,26699,10939,40.9716
pdb1HYS.mtx,parallel,guided,100,4,3,1641583437,5063267,0.3084,26727,11323,42.3654
pdb1HYS.mtx,parallel,guided,100,4,4,1641648502,5045167,0.3073,26252,11060,42.1301
pdb1HYS.mtx,parallel,guided,100,4,5,1641539135,4995118,0.3043,25989,10956,42.1563
pdb1HYS.mtx,parallel,guided,100,8,1,1641867061,5032347,0.3065,31055,14118,45.4613
pdb1HYS.mtx,parallel,guided,100,8,2,1642000308,5025125,0.3060,30606,14200,46.3961
pdb1HYS.mtx,parallel,guided,100,8,3,1641964216,5063985,0.3084,30038,13058,43.4716
pdb1HYS.mtx,parallel,guided,100,8,4,1641907395,5003537,0.3047,30607,14489,47.3388
pdb1HYS.mtx,parallel,guided,100,8,5,1641938475,5021881,0.3059,30758,14045,45.6629
pdb1HYS.mtx,parallel,guided,100,16,1,1643025483,5085524,0.3095,34768,16199,46.5917
pdb1HYS.mtx,parallel,guided,100,16,2,1646033462,5336500,0.3242,49980,24630,49.2797
pdb1HYS.mtx,parallel,guided,100,16,3,1646088024,5336098,0.3242,50037,24722,49.4074
pdb1HYS.mtx,parallel,guided,100,16,4,1642838525,5003851,0.3046,35151,16405,46.6701
pdb1HYS.mtx,parallel,guided,100,16,5,1646134699,5288559,0.3213,49262,24544,49.8234
pdb1HYS.mtx,parallel,guided,100,32,1,1645173373,5041299,0.3064,40991,18510,45.1563
pdb1HYS.mtx,parallel,guided,100,32,2,1651787800,5326568,0.3225,55395,27962,50.4775
pdb1HYS.mtx,parallel,guided,100,32,3,1651679042,5432504,0.3289,56210,27871,49.5837
pdb1HYS.mtx,parallel,guided,100,32,4,1651801267,5374528,0.3254,56341,27839,49.4116
pdb1HYS.mtx,parallel,guided,100,32,5,1651734473,5344204,0.3236,57241,27495,48.0338
pdb1HYS.mtx,parallel,guided,1000,1,1,1641290699,5298072,0.3228,39560,18361,46.4130
pdb1HYS.mtx,parallel,guided,1000,1,2,1641290698,5339538,0.3253,39200,18057,46.0638
pdb1HYS.mtx,parallel,guided,1000,1,3,1641290700,5376331,0.3276,39289,18745,47.7106
pdb1HYS.mtx,parallel,guided,1000,1,4,1641290695,5304371,0.3232,39209,18273,46.6041
pdb1HYS.mtx,parallel,guided,1000,1,5,1641290695,5340362,0.3254,39229,18427,46.9729
pdb1HYS.mtx,parallel,guided,1000,2,1,1641606976,5300898,0.3229,39894,18268,45.7913
pdb1HYS.mtx,parallel,guided,1000,2,2,1641608981,5382036,0.3279,38902,18038,46.3678
pdb1HYS.mtx,parallel,guided,1000,2,3,1641377950,4998739,0.3045,24612,10109,41.0735
pdb1HYS.mtx,parallel,guided,1000,2,4,1641381583,5008988,0.3052,24068,9933,41.2706
pdb1HYS.mtx,parallel,guided,1000,2,5,1641399312,5039912,0.3070,25244,10308,40.8335
pdb1HYS.mtx,parallel,guided,1000,4,1,1642285004,5320912,0.3240,40799,19242,47.1629
pdb1HYS.mtx,parallel,guided,1000,4,2,1642217639,5309472,0.3233,41947,20009,47.7007
pdb1HYS.mtx,parallel,guided,1000,4,3,1642282729,5324935,0.3242,41166,19289,46.8566
pdb1HYS.mtx,parallel,guided,1000,4,4,1642216836,5361273,0.3265,41184,19761,47.9822
pdb1HYS.mtx,parallel,guided,1000,4,5,1642274753,5348603,0.3257,41525,19532,47.0367
pdb1HYS.mtx,parallel,guided,1000,8,1,1642033361,5039166,0.3069,30234,13935,46.0905
pdb1HYS.mtx,parallel,guided,1000,8,2,1642013978,4975787,0.3030,30697,14195,46.2423
pdb1HYS.mtx,parallel,guided,1000,8,3,1642052268,5057007,0.3080,31193,14261,45.7186
pdb1HYS.mtx,parallel,guided,1000,8,4,1641954485,4976072,0.3031,30470,14038,46.0715
pdb1HYS.mtx,parallel,guided,1000,8,5,1641952717,5071803,0.3089,30359,13689,45.0904
pdb1HYS.mtx,parallel,guided,1000,16,1,1646090222,5311336,0.3227,47145,24330,51.6067
pdb1HYS.mtx,parallel,guided,1000,16,2,1646232808,5388167,0.3273,48134,23954,49.7652
pdb1HYS.mtx,parallel,guided,1000,16,3,1646201055,5414315,0.3289,49588,24879,50.1714
pdb1HYS.mtx,parallel,guided,1000,16,4,1646197424,5332554,0.3239,47290,23557,49.8139
pdb1HYS.mtx,parallel,guided,1000,16,5,1646196088,5322438,0.3233,50303,25494,50.6809
pdb1HYS.mtx,parallel,guided,1000,32,1,1651763335,5375189,0.3254,54280,27834,51.2786
pdb1HYS.mtx,parallel,guided,1000,32,2,1651914563,5365349,0.3248,52367,25989,49.6286
pdb1HYS.mtx,parallel,guided,1000,32,3,1651708241,5336335,0.3231,53818,25867,48.0638
pdb1HYS.mtx,parallel,guided,1000,32,4,1651797192,5387331,0.3261,52017,25476,48.9763
pdb1HYS.mtx,parallel,guided,1000,32,5,1651897045,5382415,0.3258,52156,25218,48.3511
rajat24.mtx,parallel,static,1,1,1,1522694097,3094831,0.2032,116802,18364,15.7223
rajat24.mtx,parallel,static,1,1,2,1522694096,3098260,0.2035,117239,18845,16.0740
rajat24.mtx,parallel,static,1,1,3,1522694095,3054207,0.2006,117523,18930,16.1075
rajat24.mtx,parallel,static,1,1,4,1522694094,3073015,0.2018,119044,18336,15.4027
rajat24.mtx,parallel,static,1,1,5,1522694099,3235904,0.2125,109509,9356,8.5436
rajat24.mtx,parallel,static,1,2,1,1523005149,3506491,0.2302,168314,23290,13.8372
rajat24.mtx,parallel,static,1,2,2,1522834111,3691355,0.2424,158135,13970,8.8342
rajat24.mtx,parallel,static,1,2,3,1523004280,3548119,0.2330,168448,23774,14.1136
rajat24.mtx,parallel,static,1,2,4,1523007913,3554237,0.2334,165677,23393,14.1196
rajat24.mtx,parallel,static,1,2,5,1522832631,3642178,0.2392,156724,12226,7.8010
rajat24.mtx,parallel,static,1,4,1,1523841776,4365616,0.2865,465768,116576,25.0288
rajat24.mtx,parallel,static,1,4,2,1523885065,4427128,0.2905,429829,88786,20.6561
rajat24.mtx,parallel,static,1,4,3,1523426424,4474762,0.2937,452408,107005,23.6523
rajat24.mtx,parallel,static,1,4,4,1523836016,4423979,0.2903,426597,82523,19.3445
rajat24.mtx,parallel,static,1,4,5,1523893864,4391139,0.2882,457259,117801,25.7624
rajat24.mtx,parallel,static,1,8,1,1523778500,5762458,0.3782,1074300,319601,29.7497
rajat24.mtx,parallel,static,1,8,2,1525233986,5773248,0.3785,1071158,357899,33.4123
rajat24.mtx,parallel,static,1,8,3,1524161609,5744478,0.3769,1054258,346041,32.8232
rajat24.mtx,parallel,static,1,8,4,1525362864,5670761,0.3718,1080157,375173,34.7332
rajat24.mtx,parallel,static,1,8,5,1525304893,5740987,0.3764,1063133,362697,34.1159
rajat24.mtx,parallel,static,1,16,1,1527558583,5957180,0.3900,1482505,549768,37.0837
rajat24.mtx,parallel,static,1,16,2,1527687489,6172942,0.4041,1507969,482368,31.9879
rajat24.mtx,parallel,static,1,16,3,1527805496,6193909,0.4054,1529208,468914,30.6638
rajat24.mtx,parallel,static,1,16,4,1527781643,6160897,0.4033,1539467,472225,30.6746
rajat24.mtx,parallel,static,1,16,5,1528296286,6094256,0.3988,1550637,425063,27.4122
rajat24.mtx,parallel,static,1,32,1,1528790844,6468441,0.4231,1898512,457924,24.1202
rajat24.mtx,parallel,static,1,32,2,1528868594,6294149,0.4117,1877200,483285,25.7450
rajat24.mtx,parallel,static,1,32,3,1529344374,6382369,0.4173,1888721,477447,25.2789
rajat24.mtx,parallel,static,1,32,4,1529170918,6441454,0.4212,1893715,450636,23.7964
rajat24.mtx,parallel,static,1,32,5,1533757309,6377442,0.4158,1900020,503583,26.5041
rajat24.mtx,parallel,static,10,1,1,1521404689,3119064,0.2050,119517,19277,16.1291
rajat24.mtx,parallel,static,10,1,2,1521404684,3023841,0.1988,118927,19083,16.0460
rajat24.mtx,parallel,static,10,1,3,1521404684,3062423,0.2013,120076,18968,15.7967
rajat24.mtx,parallel,static,10,1,4,1521404688,3189423,0.2096,110460,10573,9.5718
rajat24.mtx,parallel,static,10,1,5,1521404680,3079660,0.2024,118658,20160,16.9900
rajat24.mtx,parallel,static,10,2,1,1521715933,3371128,0.2215,173138,25371,14.6536
rajat24.mtx,parallel,static,10,2,2,1521724902,3430638,0.2254,172599,25846,14.9746
rajat24.mtx,parallel,static,10,2,3,1521545437,3419546,0.2247,157630,14831,9.4087
rajat24.mtx,parallel,static,10,2,4,1521720668,3384195,0.2224,171928,25714,14.9563
rajat24.mtx,parallel,static,10,2,5,1521567567,3424506,0.2251,160460,15190,9.4665
rajat24.mtx,parallel,static,10,4,1,1522085254,3590952,0.2359,282674,65371,23.1259
rajat24.mtx,parallel,static,10,4,2,1522022104,3731230,0.2451,282657,65152,23.0498
rajat24.mtx,parallel,static,10,4,3,1522042988,3653455,0.2400,290375,85187,29.3369
rajat24.mtx,parallel,static,10,4,4,1522066941,3688382,0.2423,292454,87344,29.8659
rajat24.mtx,parallel,static,10,4,5,1522040028,3652638,0.2400,284422,67649,23.7847
rajat24.mtx,parallel,static,10,8,1,1522885966,3855898,0.2532,378839,136094,35.9240
rajat24.mtx,parallel,static,10,8,2,1522764549,3806089,0.2499,388613,164335,42.2876
rajat24.mtx,parallel,static,10,8,3,1523011098,3920042,0.2574,381057,134165,35.2086
rajat24.mtx,parallel,static,10,8,4,1522727503,3796543,0.2493,383480,123555,32.2194
rajat24.mtx,parallel,static,10,8,5,1524223885,3706840,0.2432,403756,162496,40.2461
rajat24.mtx,parallel,static,10,16,1,1524070335,3883866,0.2548,531785,241972,45.5018
rajat24.mtx,parallel,static,10,16,2,1524373415,3910033,0.2565,525202,204315,38.9022
rajat24.mtx,parallel,static,10,16,3,1524231500,3861403,0.2533,525324,216372,41.1883
rajat24.mtx,parallel,static,10,16,4,1524212163,3779686,0.2480,529069,237955,44.9762
rajat24.mtx,parallel,static,10,16,5,1524152103,3807865,0.2498,531554,235082,44.2254
rajat24.mtx,parallel,static,10,32,1,1527406755,3860133,0.2527,601568,260142,43.2440
rajat24.mtx,parallel,static,10,32,2,1528060462,3922067,0.2567,609190,278803,45.7662
rajat24.mtx,parallel,static,10,32,3,1527817836,3955725,0.2589,595681,263194,44.1837
rajat24.mtx,parallel,static,10,32,4,1532090118,3817500,0.2492,633215,285510,45.0890
rajat24.mtx,parallel,static,10,32,5,1527565855,3870897,0.2534,604632,264160,43.6894
rajat24.mtx,parallel,static,100,1,1,1521275741,3157728,0.2076,109201,10234,9.3717
rajat24.mtx,parallel,static,100,1,2,1521275742,3178203,0.2089,111264,10880,9.7785
rajat24.mtx,parallel,static,100,1,3,1521275735,3207966,0.2109,109614,9218,8.4095
rajat24.mtx,parallel,static,100,1,4,1521275734,3247502,0.2135,109112,9852,9.0293
rajat24.mtx,parallel,static,100,1,5,1521275738,3176274,0.2088,109675,10303,9.3941
rajat24.mtx,parallel,static,100,2,1,1521413369,3229619,0.2123,137746,12835,9.3179
rajat24.mtx,parallel,static,100,2,2,1521427792,3215007,0.2113,136874,12962,9.4700
rajat24.mtx,parallel,static,100,2,3,1521406855,3246645,0.2134,136546,12191,8.9281
rajat24.mtx,parallel,static,100,2,4,1521410244,3251390,0.2137,137301,12058,8.7822
rajat24.mtx,parallel,static,100,2,5,1521413307,3260885,0.2143,137593,12528,9.1051
rajat24.mtx,parallel,static,100,4,1,1521785510,3222497,0.2118,173293,51065,29.4674
rajat24.mtx,parallel,static,100,4,2,1521815319,3187179,0.2094,169828,40512,23.8547
rajat24.mtx,parallel,static,100,4,3,1521815219,3323081,0.2184,170953,40453,23.6632
rajat24.mtx,parallel,static,100,4,4,1521834267,3223928,0.2118,170374,40163,23.5734
rajat24.mtx,parallel,static,100,4,5,1521862810,3252162,0.2137,170611,39586,23.2025
rajat24.mtx,parallel,static,100,8,1,1522533048,3241289,0.2129,198111,86431,43.6276
rajat24.mtx,parallel,static,100,8,2,1522450109,3358150,0.2206,197838,78290,39.5728
rajat24.mtx,parallel,static,100,8,3,1522519494,3272808,0.2150,195502,79548,40.6891
rajat24.mtx,parallel,static,100,8,4,1522661760,3244940,0.2131,193459,66494,34.3711
rajat24.mtx,parallel,static,100,8,5,1523661547,3209476,0.2106,211085,88896,42.1138
rajat24.mtx,parallel,static,100,16,1,1526224493,3269340,0.2142,231215,101911,44.0763
rajat24.mtx,parallel,static,100,16,2,1523769433,3283220,0.2155,215792,83393,38.6451
rajat24.mtx,parallel,static,100,16,3,1523830172,3344859,0.2195,212703,85407,40.1532
rajat24.mtx,parallel,static,100,16,4,1524509169,3261558,0.2139,212390,82730,38.9519
rajat24.mtx,parallel,static,100,16,5,1523786915,3250924,0.2133,214757,88879,41.3858
rajat24.mtx,parallel,static,100,32,1,1527244124,3276769,0.2146,235222,94473,40.1633
rajat24.mtx,parallel,static,100,32,2,1528341681,3288290,0.2152,235009,96763,41.1742
rajat24.mtx,parallel,static,100,32,3,1527615611,3285312,0.2151,238201,92808,38.9621
rajat24.mtx,parallel,static,100,32,4,1527919991,3301760,0.2161,231492,89510,38.6666
rajat24.mtx,parallel,static,100,32,5,1532461628,3251894,0.2122,253189,105022,41.4797
rajat24.mtx,parallel,static,1000,1,1,1521262847,3163803,0.2080,109895,8988,8.1787
rajat24.mtx,parallel,static,1000,1,2,1521262850,3167890,0.2082,109546,10575,9.6535
rajat24.mtx,parallel,static,1000,1,3,1521262850,3173211,0.2086,108461,10390,9.5795
rajat24.mtx,parallel,static,1000,1,4,1521262853,3203640,0.2106,107799,9898,9.1819
rajat24.mtx,parallel,static,1000,1,5,1521262854,3164459,0.2080,109174,10901,9.9850
rajat24.mtx,parallel,static,1000,2,1,1521404555,3121938,0.2052,118890,10904,9.1715
rajat24.mtx,parallel,static,1000,2,2,1521406377,3182829,0.2092,120612,9837,8.1559
rajat24.mtx,parallel,static,1000,2,3,1521405382,3236420,0.2127,120780,10810,8.9502
rajat24.mtx,parallel,static,1000,2,4,1521420543,3171070,0.2084,120814,11359,9.4021
rajat24.mtx,parallel,static,1000,2,5,1521406070,3167134,0.2082,120552,10570,8.7680
rajat24.mtx,parallel,static,1000,4,1,1521690769,3286776,0.2160,133264,28399,21.3103
rajat24.mtx,parallel,static,1000,4,2,1522231541,3126332,0.2054,144071,43128,29.9352
rajat24.mtx,parallel,static,1000,4,3,1521698463,3206197,0.2107,131697,28894,21.9398
rajat24.mtx,parallel,static,1000,4,4,1521711221,3178305,0.2089,132428,28009,21.1504
rajat24.mtx,parallel,static,1000,4,5,1521745432,3186997,0.2094,133416,30071,22.5393
rajat24.mtx,parallel,static,1000,8,1,1522262567,3174188,0.2085,146082,55301,37.8561
rajat24.mtx,parallel,static,1000,8,2,1522290708,3148637,0.2068,147449,50839,34.4790
rajat24.mtx,parallel,static,1000,8,3,1522407172,3207545,0.2107,147778,51139,34.6053
rajat24.mtx,parallel,static,1000,8,4,1522356817,3286410,0.2159,144153,41752,28.9637
rajat24.mtx,parallel,static,1000,8,5,1522341304,3262427,0.2143,147171,53007,36.0173
rajat24.mtx,parallel,static,1000,16,1,1523555966,3150543,0.2068,153525,52037,33.8948
rajat24.mtx,parallel,static,1000,16,2,1523638109,3215063,0.2110,152904,49415,32.3177
rajat24.mtx,parallel,static,1000,16,3,1523650427,3193481,0.2096,155790,54981,35.2917
rajat24.mtx,parallel,static,1000,16,4,1523678197,3163987,0.2077,154337,52206,33.8260
rajat24.mtx,parallel,static,1000,16,5,1523641547,3253999,0.2136,153511,50009,32.5768
rajat24.mtx,parallel,static,1000,32,1,1532212391,3128740,0.2042,173792,69223,39.8309
rajat24.mtx,parallel,static,1000,32,2,1532263257,3141765,0.2050,173266,63674,36.7493
rajat24.mtx,parallel,static,1000,32,3,1532295724,3140486,0.2050,173850,69061,39.7245
rajat24.mtx,parallel,static,1000,32,4,1532396443,3246326,0.2118,173706,66545,38.3090
rajat24.mtx,parallel,static,1000,32,5,1532465812,3239138,0.2114,173258,63136,36.4405
rajat24.mtx,parallel,dynamic,1,1,1,1525917956,3148180,0.2063,115601,19591,16.9471
rajat24.mtx,parallel,dynamic,1,1,2,1525917973,3142185,0.2059,115363,20184,17.4961
rajat24.mtx,parallel,dynamic,1,1,3,1525917973,3119870,0.2045,116307,20373,17.5166
rajat24.mtx,parallel,dynamic,1,1,4,1525917973,3186136,0.2088,115912,20534,17.7152
rajat24.mtx,parallel,dynamic,1,1,5,1525917974,3191974,0.2092,107370,9582,8.9243
rajat24.mtx,parallel,dynamic,1,2,1,1526224919,4740293,0.3106,482012,23430,4.8609
rajat24.mtx,parallel,dynamic,1,2,2,1526220304,4711753,0.3087,470009,23211,4.9384
rajat24.mtx,parallel,dynamic,1,2,3,1526224242,4726825,0.3097,480145,22911,4.7717
rajat24.mtx,parallel,dynamic,1,2,4,1526224381,4701176,0.3080,479835,22718,4.7345
rajat24.mtx,parallel,dynamic,1,2,5,1526224885,4749294,0.3112,472954,22665,4.7922
rajat24.mtx,parallel,dynamic,1,4,1,1526831597,5404499,0.3540,859375,418657,48.7165
rajat24.mtx,parallel,dynamic,1,4,2,1526836666,5231478,0.3426,835778,411754,49.2660
rajat24.mtx,parallel,dynamic,1,4,3,1526832683,5407969,0.3542,858318,406554,47.3664
rajat24.mtx,parallel,dynamic,1,4,4,1526834063,5365105,0.3514,852784,419930,49.2422
rajat24.mtx,parallel,dynamic,1,4,5,1526371341,5436960,0.3562,826869,404185,48.8814
rajat24.mtx,parallel,dynamic,1,8,1,1528082445,6145511,0.4022,1275037,674756,52.9205
rajat24.mtx,parallel,dynamic,1,8,2,1528085110,6135596,0.4015,1232293,644455,52.2972
rajat24.mtx,parallel,dynamic,1,8,3,1526918233,6199419,0.4060,1219108,639117,52.4250
rajat24.mtx,parallel,dynamic,1,8,4,1528078108,6131145,0.4012,1242334,655400,52.7555
rajat24.mtx,parallel,dynamic,1,8,5,1528075112,6206276,0.4061,1269555,665974,52.4573
rajat24.mtx,parallel,dynamic,1,16,1,1530616263,7110812,0.4646,1876373,632597,33.7138
rajat24.mtx,parallel,dynamic,1,16,2,1528345381,7115838,0.4656,1740537,580182,33.3335
rajat24.mtx,parallel,dynamic,1,16,3,1530653026,7127532,0.4657,1873119,631614,33.7199
rajat24.mtx,parallel,dynamic,1,16,4,1530697722,7287345,0.4761,1902327,635687,33.4163
rajat24.mtx,parallel,dynamic,1,16,5,1530672822,7233807,0.4726,1950337,652991,33.4809
rajat24.mtx,parallel,dynamic,1,32,1,1531211672,7992139,0.5219,2743335,644789,23.5038
rajat24.mtx,parallel,dynamic,1,32,2,1531563100,7995883,0.5221,2687035,618298,23.0104
rajat24.mtx,parallel,dynamic,1,32,3,1531284639,8052209,0.5258,2707794,636903,23.5211
rajat24.mtx,parallel,dynamic,1,32,4,1531167884,8028065,0.5243,2681669,629795,23.4852
rajat24.mtx,parallel,dynamic,1,32,5,1531248383,8051373,0.5258,2715540,613971,22.6095
rajat24.mtx,parallel,dynamic,10,1,1,1521727369,3098501,0.2036,108070,10408,9.6308
rajat24.mtx,parallel,dynamic,10,1,2,1521727368,3132016,0.2058,110133,10762,9.7718
rajat24.mtx,parallel,dynamic,10,1,3,1521727372,3176606,0.2088,109689,10697,9.7521
rajat24.mtx,parallel,dynamic,10,1,4,1521727372,3209337,0.2109,109832,9041,8.2317
rajat24.mtx,parallel,dynamic,10,1,5,1521727372,3145645,0.2067,109329,10897,9.9672
rajat24.mtx,parallel,dynamic,10,2,1,1521852509,3586322,0.2357,193251,11566,5.9850
rajat24.mtx,parallel,dynamic,10,2,2,1521856414,3693285,0.2427,189190,10699,5.6552
rajat24.mtx,parallel,dynamic,10,2,3,1521869602,3670831,0.2412,192278,10439,5.4291
rajat24.mtx,parallel,dynamic,10,2,4,1521857906,3656550,0.2403,189845,11452,6.0323
rajat24.mtx,parallel,dynamic,10,2,5,1521862518,3612685,0.2374,195508,11982,6.1286
rajat24.mtx,parallel,dynamic,10,4,1,1522121650,3949152,0.2595,384724,154252,40.0942
rajat24.mtx,parallel,dynamic,10,4,2,1522130145,3947303,0.2593,390524,159138,40.7499
rajat24.mtx,parallel,dynamic,10,4,3,1522164708,3985071,0.2618,392478,159666,40.6815
rajat24.mtx,parallel,dynamic,10,4,4,1522120315,4016183,0.2639,379523,149064,39.2767
rajat24.mtx,parallel,dynamic,10,4,5,1522133742,3993843,0.2624,392025,160288,40.8872
rajat24.mtx,parallel,dynamic,10,8,1,1522688248,4167485,0.2737,499546,272406,54.5307
rajat24.mtx,parallel,dynamic,10,8,2,1522685580,4254440,0.2794,484752,229110,47.2633
rajat24.mtx,parallel,dynamic,10,8,3,1522688485,4154195,0.2728,511514,295533,57.7761
rajat24.mtx,parallel,dynamic,10,8,4,1522677966,4257491,0.2796,513110,293683,57.2359
rajat24.mtx,parallel,dynamic,10,8,5,1522700611,4118729,0.2705,507733,290363,57.1881
rajat24.mtx,parallel,dynamic,10,16,1,1523930683,4268991,0.2801,613676,289882,47.2370
rajat24.mtx,parallel,dynamic,10,16,2,1526444793,4180184,0.2739,635887,305451,48.0354
rajat24.mtx,parallel,dynamic,10,16,3,1526479996,4230606,0.2771,638151,316412,49.5826
rajat24.mtx,parallel,dynamic,10,16,4,1526491148,4227388,0.2769,637896,315426,49.4479
rajat24.mtx,parallel,dynamic,10,16,5,1526492433,4237521,0.2776,638774,312124,48.8630
rajat24.mtx,parallel,dynamic,10,32,1,1532081877,4212053,0.2749,727453,337793,46.4350
rajat24.mtx,parallel,dynamic,10,32,2,1526987143,4233824,0.2773,691705,322319,46.5978
rajat24.mtx,parallel,dynamic,10,32,3,1531977214,4258728,0.2780,728137,339624,46.6429
