Rank 0: Reading matrix ../data/pdb1HYS.mtx...
Matrix type: matrix coordinate real symmetric
  Real: yes
  Complex: no
  Symmetric: yes
  Pattern: no
Matrix size: 36417 x 36417, NNZ (file): 2190591
Actual NNZ (after symmetry expansion): 4344765

matrix_name,rank,num_procs,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops
../data/pdb1HYS.mtx,0,128,0,0.005380154,0.005334377,34684,25652,69368
../data/pdb1HYS.mtx,0,128,1,0.005036116,0.004992485,34684,25652,69368
../data/pdb1HYS.mtx,0,128,2,0.005070925,0.005027533,34684,25652,69368
../data/pdb1HYS.mtx,0,128,3,0.005114555,0.005071640,34684,25652,69368
../data/pdb1HYS.mtx,0,128,4,0.005115747,0.005073071,34684,25652,69368
../data/pdb1HYS.mtx,0,128,5,0.005011320,0.004968882,34684,25652,69368
../data/pdb1HYS.mtx,0,128,6,0.004905224,0.004862547,34684,25652,69368
../data/pdb1HYS.mtx,0,128,7,0.004670620,0.004628181,34684,25652,69368
../data/pdb1HYS.mtx,0,128,8,0.004734755,0.004692078,34684,25652,69368
../data/pdb1HYS.mtx,0,128,9,0.005063772,0.005020618,34684,25652,69368
../data/pdb1HYS.mtx,1,128,0,0.005379915,0.005336523,34529,25693,69058
../data/pdb1HYS.mtx,1,128,1,0.005020857,0.004981518,34529,25693,69058
../data/pdb1HYS.mtx,1,128,2,0.005081892,0.005041361,34529,25693,69058
../data/pdb1HYS.mtx,1,128,3,0.005111456,0.005073547,34529,25693,69058
../data/pdb1HYS.mtx,1,128,4,0.005101681,0.005064011,34529,25693,69058
../data/pdb1HYS.mtx,1,128,5,0.004973173,0.004934788,34529,25693,69058
../data/pdb1HYS.mtx,1,128,6,0.004865170,0.004827261,34529,25693,69058
../data/pdb1HYS.mtx,1,128,7,0.004689693,0.004651785,34529,25693,69058
../data/pdb1HYS.mtx,1,128,8,0.004714489,0.004676819,34529,25693,69058
../data/pdb1HYS.mtx,1,128,9,0.005065441,0.005028009,34529,25693,69058
../data/pdb1HYS.mtx,2,128,0,0.005377054,0.005332232,34321,25535,68642
../data/pdb1HYS.mtx,2,128,1,0.005020380,0.004980087,34321,25535,68642
../data/pdb1HYS.mtx,2,128,2,0.005058527,0.005017042,34321,25535,68642
../data/pdb1HYS.mtx,2,128,3,0.005123377,0.005085468,34321,25535,68642
../data/pdb1HYS.mtx,2,128,4,0.005037069,0.004997969,34321,25535,68642
../data/pdb1HYS.mtx,2,128,5,0.004960299,0.004921436,34321,25535,68642
../data/pdb1HYS.mtx,2,128,6,0.004901409,0.004862547,34321,25535,68642
../data/pdb1HYS.mtx,2,128,7,0.004716635,0.004678726,34321,25535,68642
../data/pdb1HYS.mtx,2,128,8,0.004749060,0.004711151,34321,25535,68642
../data/pdb1HYS.mtx,2,128,9,0.005050182,0.005011559,34321,25535,68642
../data/pdb1HYS.mtx,3,128,0,0.005369186,0.005324602,33949,25476,67898
../data/pdb1HYS.mtx,3,128,1,0.004996061,0.004957199,33949,25476,67898
../data/pdb1HYS.mtx,3,128,2,0.005053997,0.004994154,33949,25476,67898
../data/pdb1HYS.mtx,3,128,3,0.005104542,0.005058527,33949,25476,67898
../data/pdb1HYS.mtx,3,128,4,0.005068779,0.005025864,33949,25476,67898
../data/pdb1HYS.mtx,3,128,5,0.004960299,0.004918575,33949,25476,67898
../data/pdb1HYS.mtx,3,128,6,0.004970551,0.004927874,33949,25476,67898
../data/pdb1HYS.mtx,3,128,7,0.004605770,0.004563808,33949,25476,67898
../data/pdb1HYS.mtx,3,128,8,0.004705191,0.004663467,33949,25476,67898
../data/pdb1HYS.mtx,3,128,9,0.004987717,0.004946232,33949,25476,67898
../data/pdb1HYS.mtx,4,128,0,0.005367994,0.005323410,33915,25617,67830
../data/pdb1HYS.mtx,4,128,1,0.005006313,0.004962683,33915,25617,67830
../data/pdb1HYS.mtx,4,128,2,0.005090237,0.005046368,33915,25617,67830
../data/pdb1HYS.mtx,4,128,3,0.005096197,0.005053043,33915,25617,67830
../data/pdb1HYS.mtx,4,128,4,0.005109787,0.005066156,33915,25617,67830
../data/pdb1HYS.mtx,4,128,5,0.004989386,0.004945755,33915,25617,67830
../data/pdb1HYS.mtx,4,128,6,0.004927635,0.004884720,33915,25617,67830
../data/pdb1HYS.mtx,4,128,7,0.004710197,0.004667521,33915,25617,67830
../data/pdb1HYS.mtx,4,128,8,0.004725456,0.004682541,33915,25617,67830
../data/pdb1HYS.mtx,4,128,9,0.005067587,0.005024910,33915,25617,67830
../data/pdb1HYS.mtx,5,128,0,0.005362272,0.005320072,33799,25527,67598
../data/pdb1HYS.mtx,5,128,1,0.004985571,0.004946947,33799,25527,67598
../data/pdb1HYS.mtx,5,128,2,0.005007267,0.004955530,33799,25527,67598
../data/pdb1HYS.mtx,5,128,3,0.005111456,0.005074024,33799,25527,67598
../data/pdb1HYS.mtx,5,128,4,0.005057335,0.005020618,33799,25527,67598
../data/pdb1HYS.mtx,5,128,5,0.004967690,0.004931211,33799,25527,67598
../data/pdb1HYS.mtx,5,128,6,0.004804373,0.004767656,33799,25527,67598
../data/pdb1HYS.mtx,5,128,7,0.004623890,0.004587173,33799,25527,67598
../data/pdb1HYS.mtx,5,128,8,0.004742861,0.004705906,33799,25527,67598
../data/pdb1HYS.mtx,5,128,9,0.005002260,0.004965067,33799,25527,67598
../data/pdb1HYS.mtx,6,128,0,0.005351305,0.005306721,33730,25545,67460
../data/pdb1HYS.mtx,6,128,1,0.004971504,0.004928589,33730,25545,67460
../data/pdb1HYS.mtx,6,128,2,0.005061626,0.005019426,33730,25545,67460
../data/pdb1HYS.mtx,6,128,3,0.005099058,0.005056620,33730,25545,67460
../data/pdb1HYS.mtx,6,128,4,0.005079985,0.005038261,33730,25545,67460
../data/pdb1HYS.mtx,6,128,5,0.004976511,0.004934072,33730,25545,67460
../data/pdb1HYS.mtx,6,128,6,0.004940987,0.004899263,33730,25545,67460
../data/pdb1HYS.mtx,6,128,7,0.004682302,0.004639626,33730,25545,67460
../data/pdb1HYS.mtx,6,128,8,0.004740000,0.004697800,33730,25545,67460
../data/pdb1HYS.mtx,6,128,9,0.005034924,0.004991531,33730,25545,67460
../data/pdb1HYS.mtx,7,128,0,0.005313635,0.005273581,33556,25417,67112
../data/pdb1HYS.mtx,7,128,1,0.004912138,0.004873514,33556,25417,67112
../data/pdb1HYS.mtx,7,128,2,0.004977226,0.004925251,33556,25417,67112
../data/pdb1HYS.mtx,7,128,3,0.005054235,0.005017519,33556,25417,67112
../data/pdb1HYS.mtx,7,128,4,0.005036592,0.005000114,33556,25417,67112
../data/pdb1HYS.mtx,7,128,5,0.004929304,0.004892349,33556,25417,67112
../data/pdb1HYS.mtx,7,128,6,0.004916668,0.004879951,33556,25417,67112
../data/pdb1HYS.mtx,7,128,7,0.004556894,0.004520178,33556,25417,67112
../data/pdb1HYS.mtx,7,128,8,0.004688501,0.004652023,33556,25417,67112
../data/pdb1HYS.mtx,7,128,9,0.004958630,0.004914045,33556,25417,67112
../data/pdb1HYS.mtx,8,128,0,0.005306482,0.005268097,33393,25422,66786
../data/pdb1HYS.mtx,8,128,1,0.004939079,0.004900932,33393,25422,66786
../data/pdb1HYS.mtx,8,128,2,0.005015373,0.004966021,33393,25422,66786
../data/pdb1HYS.mtx,8,128,3,0.005033255,0.004996777,33393,25422,66786
../data/pdb1HYS.mtx,8,128,4,0.005047560,0.005011320,33393,25422,66786
../data/pdb1HYS.mtx,8,128,5,0.004969597,0.004933119,33393,25422,66786
../data/pdb1HYS.mtx,8,128,6,0.004922628,0.004886150,33393,25422,66786
../data/pdb1HYS.mtx,8,128,7,0.004631042,0.004594326,33393,25422,66786
../data/pdb1HYS.mtx,8,128,8,0.004697561,0.004660606,33393,25422,66786
../data/pdb1HYS.mtx,8,128,9,0.004983902,0.004946470,33393,25422,66786
../data/pdb1HYS.mtx,9,128,0,0.005331039,0.005284309,33545,25159,67090
../data/pdb1HYS.mtx,9,128,1,0.004938126,0.004893541,33545,25159,67090
../data/pdb1HYS.mtx,9,128,2,0.004982471,0.004927397,33545,25159,67090
../data/pdb1HYS.mtx,9,128,3,0.005064964,0.005022287,33545,25159,67090
../data/pdb1HYS.mtx,9,128,4,0.005086422,0.005044460,33545,25159,67090
../data/pdb1HYS.mtx,9,128,5,0.004932880,0.004890442,33545,25159,67090
../data/pdb1HYS.mtx,9,128,6,0.004852295,0.004809618,33545,25159,67090
../data/pdb1HYS.mtx,9,128,7,0.004583359,0.004541397,33545,25159,67090
../data/pdb1HYS.mtx,9,128,8,0.004711866,0.004669189,33545,25159,67090
../data/pdb1HYS.mtx,9,128,9,0.004942894,0.004890919,33545,25159,67090
../data/pdb1HYS.mtx,10,128,0,0.005312920,0.005268812,33339,25080,66678
../data/pdb1HYS.mtx,10,128,1,0.004917145,0.004873276,33339,25080,66678
../data/pdb1HYS.mtx,10,128,2,0.005026817,0.004985571,33339,25080,66678
../data/pdb1HYS.mtx,10,128,3,0.005044699,0.005003452,33339,25080,66678
../data/pdb1HYS.mtx,10,128,4,0.005077362,0.005035400,33339,25080,66678
../data/pdb1HYS.mtx,10,128,5,0.004918814,0.004877090,33339,25080,66678
../data/pdb1HYS.mtx,10,128,6,0.004792213,0.004750967,33339,25080,66678
../data/pdb1HYS.mtx,10,128,7,0.004606247,0.004564285,33339,25080,66678
../data/pdb1HYS.mtx,10,128,8,0.004689932,0.004648209,33339,25080,66678
../data/pdb1HYS.mtx,10,128,9,0.004963875,0.004912138,33339,25080,66678
../data/pdb1HYS.mtx,11,128,0,0.005288363,0.005242586,33725,25430,67450
